,reviews,Rating,Ranking
343,happy with the work and very prompt.  he even recommended a different roofing company based on our previous unsold roof tiles.  the new roof looks fantastic and the water softener works great.  thank you troy & kirsten!,2,positive
344,this company came at the time they said and did a great job fixing our drywall repair. they did a great,2,positive
345,happy with the work he did.  our wallpaper looks great! he did some drywall repair and it looks great.  he also did a new roof when we added pallets.  very professional and efficient.  our handyman was prompt and dressed prepared when he arrived.  he was very knowledgeable and corrected our roof when we discovered a defect.  he kindly,2,positive
346,happy with the work & the professionalism.  i would highly recommend silviculture to anyone & everyone!,2,positive
347,best lawn and flower installation in mississauga.  we needed a big and bulky grapefruit to be installed in our back yard.  the vines were too big and too thick for our small brick back yard.  they did an amazing job.  the,2,positive
348,happy with the work and very professional. he is very responsible and honest. my wife and i couldn't be happier with the way things turned out. he has our whole family call him and ask for the same things. we are very fortunate to have found this place and company. highly recommend.,2,positive
349,"seth. i appreciate his help.  very knowledgeable and very
#
happy with the work he did.  he was punctual, communicative, and cooperative.  he is a valuable member of our extended family and we are happy to share that with him.
we did four home inspections with kevin and we found him very reliable. kevin emails and work with buyers agent and any of their employees to schedule a time
#
happy with the work quality and went above and beyond by helping us with more than what we originally asked for. 


thank you.  


edgar)


)",2,positive
350,"brought my johnston & murphy's in for repair.  they used top quality european style leather soles that look great.  $60 total and
#
happy with the work he did.  we are now enjoying the ease of use we had never experienced.  he is definitely a quality company and i would recommend him to anyone!
i called on the worst day of the year 122 degrees and jt stone at precision built monique was the only one of 11 inspectors who visited my home.  after three days",2,positive
351,"happy with the work and the quality of work.  i had a flat repair and they fixed it.  no questions asked, no saying that i didn't.  very happy with the work and the quality of work.  ",2,positive
352,"thank you guys.""",2,positive
353,i would recommend greg to anyone looking for a good repair or new project. i didn't find,2,positive
354,"happy with the workmanship and especially the timing of the installation.  they not only installed the garage door,  but also adjusted the cycle door, changed the timing of the crankshaft and connected the crankshaft to the parking brake.  the connection to the parking brake was done right and did not over-torque the pedal.  when the",2,positive
355,"happy with the work he did, very professional. he did a great job at making sure we did not need any additional work and he was very prompt in his payments. i will definitely be calling him again for any future home improvement needs. he also did some floor work, which he said he would do, and paid.",2,positive
356,mike g,2,positive
357,"gilbert""",2,positive
358,"happy with the work they did.  they are very prompt, courteous and professional.  i would highly recommend them.  will definitely use them for any painting needs.",2,positive
359,we hired liberty to inspect a home we recently purchased and they found items that saved me at least 2 thousand dollars in repairs. thanks for the great inspection nick,2,positive
360,had an issue with my,2,positive
361,"happy with the work and was very easy to work with.  they even recommended a second opinion because there was some confusion over which part was really needed.  definitely would recommend!""",2,positive
362,great diagnosis and repair by dale.  problem fixed and out the door in about an hour.  highly recommend!!,2,positive
363,"i called on the worst day of the year 122 degrees
#
happy with the work and the results. the patio is beautiful and the finished floor looks as good as new. would highly recommend!
soon we will be having a remodel of our master bathroom. i had a great experience with doug and his team. they were thorough in their exploration and explanation of various options for the bathroom and the results will be great. i
#
happy with the work and was very easy to work with.  he saved me a ton of money on the parts i needed and now i can't even see the light at the end of the tunnel anymore.  happy with all that!
i just had my 5th shutter installed a couple of weeks ago; fourth shutter installed by robert g; he did a
#
happy with the work & can't wait to use them again on my next home project.",2,positive
364,"i contacted julio in the afternoon with a fairly large water leak that i had believed to be fatal.  one of the best things that i heard after the call was that julio reached out to someone else first.  sure enough, my water was tested positive",2,positive
365,"happy with the work and that he can do a lot more than just replace my door.  he has replaced two drawers, installed a counterweight for my coffee maker, and more.  he also installed a countertop for me that my husband had wanted replaced.  he has been consistent and we have not had a problem since.  he is a pleasure to",2,positive
366,happy with the work she did. i would recommend her any time!,2,positive
367,"alaskan pulls through again.  turns out i ended up with a defective product.  they repaired it a few times but ultimately they contacted the manufacturer and got me a new unit.  no questions asked, no saying that i did something wrong, just that it had a defective part.",2,positive
368,"happy with the work he did. i would definitely recommend him to anyone needing tile, grout or drywall repair.",2,positive
369,"i am so impressed with vahn.  he came in and knew right  away what the problem was and fixed it right away.  even though he was early on the day of the appointment, he always made sure to get to work
#
happy with the work and the quality of work.  only the best contractors!
i had my 2018 ford f-150 worked on by buddy.buddy installed a magnaflow exhaust system on it and it sounds so nice going down the street!my wife is sold on the idea of buying a new one so i decided to give him a shot.",2,positive
370,"happy with the work he did for me on my new house.  he came over right away, showed up on time, fixed my roof promptly and professionally.  he even cleaned up after he was completed.  my roof looks great!  i'm so happy that i found him!  he really knows his stuff.  he even recommended some other roofing companies",2,positive
371,"happy with the work. i actually stopped by to pick up some pieces for my kitchen remodel. not only were they in great shape, but he also did some ceiling work, a few floorspace repairs and painted walls in my new kitchen. i will definitely be calling on king david construction for my next remodel project.",2,positive
372,scott was amazing! when we called,2,positive
373,"happy with the work he did for us. he was punctual, professional and communicated well about what he was doing. we will definitely be calling him again for any future repairs.",2,positive
374,"we were referred to griffin brothers when we moved here a year and a half ago.  i had no idea where we would go for our first ever professional repair.  after
#
happy with the work and the quality of its work.  the contractor is aware of what is required and works quickly to get the job done.  my kitchen looks like a brand new kitchen and with the work that has been done, i am very happy with the results.
i hired liberty home repair to install my new range hood. dror showed up on time
#
happy with the work and the results. i wish i could have done the work ourselves but we all know how expensive renovations are.
great job guys thank you  for the great work.",2,positive
375,we did four home inspections with kevin and we found him very reliable. kevin emails and work with customers to schedule a time. after inspection he did schedule a day early,2,positive
376,happy with the workmanship!,2,positive
377,i have known simon for a few years and have always referred him to anyone i knew that needed electrical work.  this year we needed him at our house again and he was able to do a wide variety of jobs.  our electrical system is old and we have known him for a long time and have never really needed him.,2,positive
378,"happy with the workmanship and the delivery of the work.  they were on time to my parents home, the work was clean, simple and functional.  they left me with a clean and neat home.  i will definitely be calling upon them for any future work.",2,positive
379,"we have relied on vacuum check for anything vacuum-related for years! max, the owner",2,positive
380,happy with the work and the process.  the finished work was perfect and in good time.  he also asked questions i didn't even knew i needed and provided feedback that was useful in getting the job done for the day. ,2,positive
381,"i will definitely use greenlight again if needed.""",2,positive
382,we did four home inspections with kevin and we found him very reliable,2,positive
383,happy with the work and the quality of work. i would highly recommend!,2,positive
384,"thank you for friendly, knowledgeable technicians! had to deal with a horrible company previously. it's so refreshing to be treated with respect. i will definitely request you for any future repairs. happy thanksgiving!",2,positive
385,john was super helpful with our small DIY repair. he didn't rush my issue,2,positive
386,happy with the work. i would recommend them to anyone looking to repair or replace tile or grout.,2,positive
387,"i had charlie do a a few jobs around the house, mostly stuff i didn't need done. i know he's busy, but he's my go to guy when i'm in need",2,positive
388,i had a very positive experience with howardpro.com,2,positive
389,happy with the work he did at no cost to me. he was very friendly and in a timely manner.,2,positive
390,i will use him again and refer him to my friends and family. ,2,positive
391,thank you,2,positive
392,"mark""",2,positive
393,the owner here at red roof is super friendly and helpful.  very reasonable rates and good workmanship.  highly recommended.,2,positive
394,"happy with the work and very responsive. very friendly, professional and courteous.  my only wish is a little more time to complete the work.",2,positive
395,i have been using chrono's for many years now.  i have used them for all kinds of projects from plumbing to electric!  they have done an incredible job.  i remember one night waking up,2,positive
396,happy with the work and very professional.  now i can go to my local home depot and get everything i need to make my home look brand new from the outside world.,2,positive
397,i had someone else come in before and try to repair some cracks in the basement ceiling. it was poor quality. i hired these guys to come in and fix it a second time and it,2,positive
398,"happy with the work. he was on time to my parents home, fixed it right the first time, honest and straight forward. it's great having a responsible, skilled plumber in your neighborhood. you should really call him or call one of the top plumbers in your town.  i'm telling ya, it's like adding a new roof!",2,positive
399,just had,2,positive
400,"happy with the work and the speed with which they completed the work.  the tee boxes, counters, and boxes were all checked out and all work was visible on the outside.  they left no mess and were extremely tidy.  i can't say enough positive things about this company.  i highly recommend them to anyone looking for a high quality, efficient, and",2,positive
401,"happy with the work they did.  very professional and courteous.   they will be my ""go",2,positive
402,"to"" company for construction and renovation.  thanks guys!!""",2,positive
403,we are exclusive focus plumbing customers! and i couldn't be happier! after reading all the rave reviews on yelp i called and was amazed that mike actually talked to us!,2,positive
404,"happy with the work and very professional.  i would highly recommend him for anyone needing any type of painting, graphic design, or sculpting needs!",2,positive
405,just had scott out this morning to do a small drywall repair job following a roof leak.  he gave me a fair estimate just based on photos of the area sent to his email.  he was on,2,positive
406,happy with the work.  no more hot areas or rough areas.  it looks great and everything works perfect.  i would highly recommend this place to anyone looking for high quality work.,2,positive
407,"great job guys thank you  for the great work.""",2,positive
408,i sent in a request for a quote on a kitchen renovation and included a photo of the area in question. ,2,positive
409,happy with the work.  they did a beautiful job.,2,positive
410,rom was very knowledgeable and patient in explaining each and every step of the process.  he answered all of our questions and was very prepared with all of the materials to complete the work.  we can't recommend him or mesa handyman highly enough!,2,positive
411,michael was very responsive and got me in,2,positive
412,"happy with the work & the process.  as an out of state property owner, i appreciate honesty, integrity and dependability.  these three qualities are paramount when it comes to property ownership.  can't say enough about how much we appreciate honesty, integrity and dependability.  thanks again scott!",2,positive
413,this place is such a great place to go to see,2,positive
414,happy with the work and very friendly. i will definitely be calling him again when i need more work done.,2,positive
415,"i contacted jt stone at infinity palace management regarding a roof leak.  he responded promptly, inspected the roof, and directed me to the source of the leak.  the new roof is very high quality and contains many features the original roof did not.",2,positive
416,"happy with the work and the professionalism of the contractor.  they moved very quickly to complete the work and did a phenomenal job.  our sliding door did not work. they found a part that did not snap, they reworked it and rewound it.  they reworked the door so it would not slip when pushed.  they rewound the spring",2,positive
417,"happy with the work and the results.  smooth and professional.  thanks again.""",2,positive
418,jason has done two jobs for us now. he repaired some drywall damage from a roof leak and then a few weeks later we asked him to paint our new patio. we were extremely happy with both jobs done. we will definitely use him again. jason was very responsive,2,positive
419,happy with the work & friendly professional staff.,2,positive
420,"we've had several repairs completed by hand, and they do style very well. we've used them for our own needs, and they have delivered on every one of them. they are our go to people for our home, and i highly recommend them!",2,positive
421,galloway painting owned by mark galloway did a fantastic,2,positive
422,happy with the work he did. i would definitely recommend him to anyone looking for a handyman.,2,positive
423,i was in the need of 2 dog doors and my husband is a good guy he just wants to make sure your house is safe before he leaves for work each day. he also installed a new garbage disposal and installed a new doorbell for me. needless to say,2,positive
424,"happy with the work, and the results were awesome. the tank looks brand new with no signs of use. the area is very clean and we couldn't be happier.",2,positive
425,i took my old dyson in for repair. i cannot recommend this business or dyson more highly. i will never have any other type of vacuum ever!  thank you for being a wonderful,2,positive
426,happy with the work.,2,positive
427,i took my old dyson in for repair. i cannot recommend this business or dyson more highly. i will never have any other type of vacuum ever!  thank you for being a wonderful client oriented business! other businesses could learn a lot from this business!,2,positive
428,"seth. i appreciate his help.  very knowledgeable and very
#
happy with the work and the results.
although it is clearly marked as a gift"" with the large diamond trim, my gifter was extremely picky and only included gifts for my wife and I. he said we would be very happy with their thoughtful and complete re-matting of the patio roof. unfortunately, we are still waiting for confirmation. however",2,positive
429,happy with the workmanship.  proper spacing and/or augmentation of existing beams and/or supports is essential when remodeling.  they exceeded my high hopes.  would highly recommend them.,2,positive
430,"i called arthur at 7am when both upstairs and downstairs air conditioners stopped blowing cold air.  i was not expecting a response at all, but instead
#
happy with the work and the results.  i have referred dave to arizona because of his great work!
thank you for friendly, knowledgeable technicians! had to deal with some nasty, stubborn, but otherwise great looking Christmas trees. they needed huge, elaborate displays. they got it done right and beautifully. you won't find a better technician!
i
#
happy with the work and very professional.  i will definitely be calling him again when i need more work done.
great reviews! i have been working with anthony to diagnose a rather mysterious issue with our refrigerator. he had to visit us 3 times in total and every single time, he was on time, professional, personable and collected. he clearly has excellent
#
happy with the work and the quality of the work.  


thanks guys.",2,positive
431,"they did a great job with our condo renovations; our kitchen and bathroom counter tops look great!  we'll be calling them again for further work, and we definitely recommend them to others!",2,positive
432,i took my old dyson in for repair. i cannot recommend this business or,2,positive
433,happy with the work and quality of work. ,2,positive
434,they were able to do a quote for some painting too. ,2,positive
435,"i will definitely be calling on them again for painting my home.""",2,positive
436,i appreciate the this company as they go above and beyond for us everytime! from routine maintenance to major repairs. i trust them with all of my electrical needs.,2,positive
437,sc,2,positive
438,happy with the work and the whole family enjoyed it. i'd definitely recommend him for anyone needing some roof work.,2,positive
439,"what i particularly appreciate is dave's honesty.  he is honest when it comes to paying taxes and can be very demanding.  as a result, i often have to negotiate with my wife and kids about who gets to use the house while
#
happy with the work and the quality of work. i would be happy to recommend them to anyone who i know needs some pretty amazing work. thanks!
i needed some exterior stucco repair and interior repair of a large hole in the drywall. i was fortunate enough to land on the best business for repair!",2,positive
440,i called liberty home repair and received,2,positive
441,"happy with the work and answered all of our questions.  after we completed the work,  i got a chance to chat with j t and he was very helpful in getting any questions about the work answered.  very reasonable rates and good luck!",2,positive
442,"steve and his team did an unbelievable job on our home. they repaired stucco hole that were damaged
#
happy with the work he did, the timing of the repairs and also the timing of the job. he did a wonderful job for us. thank you!
definitely would recommend this company.  victor came out on time , not only did he diagnose the problem quickly and had the best solution for it quickly.",2,positive
443,he also adjusted the pressure reducing valve in,2,positive
444,happy with the work. thanks!,2,positive
445,"i had my 2018 ford f-150 worked on by buddy.buddy installed a magnaflow exhaust system on it and it sounds so nice going down the street!my repairman was chaz from mountain air.chaz showed up and was very knowledgeable.he knew what he was doing.he cleaned up after
#
happy with the work and you also did a nice job at not only replacing but also repairing decorative lighting. i would highly recommend this home.
this is our second time having kim involved in our home renovations. after our first renovation she did an amazing job, we couldn't believe how beautiful everything looked.  after we finished our home we asked for a few",2,positive
446,happy with the work that was done.  it looks great and is ready to use.  thanks again!,2,positive
447,jeremy and his crew did a fantastic job on our kitchen remodel. they did a beautiful job and were very affordable. we will definitely be using them again for our next home project.,2,positive
448,gabriel came to my home on the same day,2,positive
449,happy with the work and they even recommend a good plumber if they haven't already. i'll be sure to post pictures of the completed work once we've completed it.,2,positive
450,thanks again chris for your time in this busy time of year for you.  i look forward to continuing to work with you in the future.,2,positive
451,"andre is simply the best.
#
happy with the work and the results. i would highly recommend them!
not only did mike show up and do all the necessary repairs in a timely fashion, but his estimate was less than half of what the previous company gave us.  we're happy to keep our initial consultation with him.
i called on the worst day of the year 122 degrees and they
#
honest & ethical company!  we called on a fiver to repair a leak in our master bathroom.  mike arrived on time, determined the source of the leak within 5 minutes and closed the hole.  this company is honest & ethical!
andre is simply the best. my wife and i were first-time home buyers. after a",2,positive
452,"honest or not , i take my hat off to you.""",2,positive
453,good repair. no complaints here.  highly recommend.,2,positive
454,"first came the repair, then the replacement.  the new hat looks as good as new!  i will never have any other type of repair person.  i called several companies for recommendations and one said it was very difficult
#
honest. nothing but honesty. good for renovations and repairs.
love this place. but it's been closed for months. a sign in the window says under renovation"" but there is no indication if or when it will reopen. disappointing.",2,positive
455,decided to call citywide based on positive online reviews. we suspected an unusually high number of visits by,2,positive
456,"honest & clean. excel at what it pranks. if it was up to me, i'd tell you it was broken on a sunday! not that i ever feel comfortable with my home being burglarized. sometimes things just have to be done! these guys did it right, fast and cheaper than the average. they also did some extensive repairs",2,positive
457,"honest & reliable - every step of the way. has every component needed for a complete renovation of our kitchen and bathroom. can do it all - tile, granite, cast iron, copper, wood. floor plan is completely updated with new features.  updates are always made as follows: new floor, new floor color, new lighting, new fixtures installed,",2,positive
458,"honest. when we were first getting into the house my repairman gave me an estimate that was way over budget. he called me 3 times over 3 weeks to schedule a checkups. each time the check showed up the same day. not only was my repairman respectful and honest, he saved me a lot!",2,positive
459,luis and his crew laid 2500,2,positive
460,"honest, and fair.  he offers great recommendations and does the work efficiently so you don't have to.  we are very happy with the work and feel it was done with our home warranty still in place.",2,positive
461,"i want to use this site to give a big thank you to courtney at the fastfix in chandler fashion mall.
#
honest - i will not hesitate to recommend them to anyone.
definitely recommend, i had a pretty large leak (huge in this city) on my kitchen floor and while they were able to repair it in less than an hour, they were still able to sell me the new roof in the afternoon! i called three times and each was within two hours
#
honest and reasonable prices.  will use him again
steve/diamond roofing did an outstanding job on our residence and detached garage doors.  we were unsure how much it would cost to replace all 12 panels on the garage doors but decided to go with lion's share because of the concern.  the technician travis was knowledgeable and patient",2,positive
462,"honestly, i don't know what i would do without out brandy and her team! every step of the way! they helped us find our sprinkler system, fix a leak in our roof, and most recently clean up after our dog door was removed. they got the door set up just right, the trim just right, and the colors just",2,positive
463,honest - has a contractor for work that needs done every 3 months.  makes sure to book well in advance to avoid any surprises.,2,positive
464,highly recommend this company. they have repaired many rods and get you replace parts in a very efficient manner. the people here are very knowledgable and easy to work with.  they have done a lot of,2,positive
465,honest & respectful repairmen will do everything in their power to make your life easier & more pleasant.,2,positive
466,"regrettably, we are no longer accepting new members..we were so impressed with the professionalism & integrity of the gentlemankurt that we decided to refer them to our friends & colleagues.  we highly recommend them & will continue to refer them to",2,positive
467,"honest and professional company!, my truck looks brand new!",2,positive
468,"we used alan's air when our a/c needed to be replaced and we couldn't be happier.  when our rental house a/c had a problem in mid-summer, they were there to repair it the same day. the owner, alan, is honest and very",2,positive
469,honest and genuine. my house looks great and i will definitely be calling them for any future repairs.  great atmosphere and staff. very welcoming and love that they are always checking on us.,2,positive
470,great selection of condiments from the many types of hot dogs to sandwiches. i had the sauerkraut sandwich and the takora was extra special,2,positive
471,"honest - i don't know what they did to deserve that. 5 stars? i don't know. frank was super helpful in trying to fix what i thought was an old compressor (cost $200), and really just $10 more than new, as i had read in other reviews. still a 10, but with more than enough to make up for",2,positive
472,"honest and professional.  would enthusiastically recommend!""",2,positive
473,we actually had a gas leak. i called 896 and was able to have george install a new roof and heater. after he finished he came out and fixed our leak. he was very polite and professional. he told us it was quite expensive and wanted a estimate before we had to wait for a,2,positive
474,"honest and check all boxes. very satisfied with workmanship and s&h.""",2,positive
475,arturo was very responsive and got me in quickly. he gave me a scope of the issue and what could be next in my repair. he fixed it quickly and cleaned up after he finished. i can't give him enough words of praise and am already thinking of a,2,positive
476,"honest and reasonable pricing.  two weeks later the unit is ready and running without a hitch.  when i called to set the appointment i was told by phone number 716, i must provide a proxy to 716, then a week later i got an unlisted number.  816 is not an easy number to call.  i called 7",2,positive
477,honest & trustworthy.  they didn't try to sell me something i did not need or force-induce me to make a purchase i was not comfortable with.  these guys are top notch and are very honest.  i would 100% recommend them & call them again if any repairs are needed!,2,positive
478,"doug's response time to my initial
#
honest & ethical",2,positive
479,"what a great selection of razors.  i expected to pay the big 8 razors to cut my hand, but none of them tried to do that.  i was prepared to have to buy a new one, but instead i had a great deal.  thanks!",2,positive
480,"while i generally prefer moon nursery with
#
honest - i trust these guys with all my electrical needs!
they did a great job!  repaired the door walls and painted them.  they did a lovely job with the rest of the kitchen.  we are now enjoying the fruits of their labor with us.
sat down with brandon and debra, and they answered all of our questions
#
honest and reasonable pricing. easy to schedule an appointment and they got it over with asap. great job!
this is my favourite gym in toronto and i am a huge fan. the staff is great, the equipment are up to par and the shoes are just awesome. they have a pretty big selection of apparel as well. my favourite gym in
#
honest and fair pricing.  we were looking to buy a new home and couldn't be happier.  had to wait between renovation projects.  already have bought 2 homes here and appreciated the lifestyle.  couldn't be any better.  would recommend?
michael was quick to respond, knew exactly what the problem was and was knowledgeable enough to",2,positive
481,"honestly the only company I use anymore. i had two pairs of boots that needed replacing and he repaired both boots within 3 days (yes, even though i had planned on leaving a week or so before the repairs). his prices were excellent. would highly recommend.",2,positive
482,i needed two small areas trimmed out to look like they were repaired.  one was,2,positive
483,"honest - i know it's expensive, but what are you willing to do for $60 a pop?",2,positive
484,"when it comes to furnishing my home, i prefer yelp over other ""buy it now"" sites. i read the reviews on the first two sites and immediately triggered a review on stress test.  luis was quick to respond",2,positive
485,"honest, i wish we lived in venice.  it would be pretty cool to find out that despite being in the shadow of the city, they do pay attention to sustainability!",2,positive
486,quinn was amazing!  we called on the worst day of the year 122 degrees and he was right on time to repair our heater.  not only that but he,2,positive
487,honest & trustworthy. honest & reasonably priced !!  we could not recommend him more highly.  we will definitely call him for all our handyman needs.,2,positive
488,"mike is super professional & trustworthy.  he's completed at least 3 jobs for me via dave (my handyman).  he's also a really good guy -- funny, professional
#
honest and easy to work with. if you need a/c repair, you won't be disappointed.
i took my old dyson in for repair and it lives up to its billing in style and functionality.  i love the space it provides for storage and also as a place for future upgrades.  all for a reasonable $100.
design
#
honest we've had other companies come to our house and do home inspections, none of which gave us a fair or realistic estimate for the repairs we needed. when brian finally did come in he said we had 2 choices; either we pay full price for the work or he will come right out and  replace our ceiling. we decided to pay the full
#
honest help with repairs no swipes at inflated prices. excellent.
made this repair because of yelp reviews ... total meltdown there. meek, i kid, i told them to take a break and fix their electronics. they graciously complied and the repair looked great. no complaints here.
it's very hard to find reliable people for these
#
honest! it's so important to make an informed decision when it comes to pets, but we at peters stayed away from helping our dogs figure it out. they seemed to get it all figured out with the help of video and pictures, and the cost was very reasonable. thank you!
discount pet doors is where my wife and i go",2,positive
489,honest advice i took and loved it! he was quick & efficient in his response time and all repairs were completed to my home warranty. his prices are very fair. would highly recommend him for all your handyman needs!,2,positive
490,quick response and super quick quote and repair. cody was able to repair all of our major components in just a few days.,2,positive
491,"honest and dependable.  they have replaced more plumbing in my home than they repair.  if you need a/c repair, call olympic.  i will recommend them to everyone!",2,positive
492,"i was really impressed with vahn. i had a house under contract and contracted him to do the inspection. he did a very thorough inspection and
#
honest - it is free.
but do not hesitate to call them. they quickly answered my text and cam, and had the next available mechanic to fix it.
family-owned and operated - these guys handle anything from routine maintenance to major repairs. friendly, professional, and courteous. highly recommend.
i took my old dyson in
#
honest - shady - dependable - trustworthy - honest
made a repair so i can sleep at night. billed $105 for the work. correct - only $85 extra for the work. highly recommend.
i did a a few jobs on my home and tried to fit them all in. i think i spent somewhere between $400-$500 on the
#
honest..free is better than 1/2 price..
honest - i needed a ceiling fan installed in my living room..i sent pics via snapchat and they instantly responded with a quote and came over and did the install.",2,positive
493,once the part was got the right size and shape it was a snap. no waiting around and spreading w,2,positive
494,honest and unbiased. very happy with the repair and will be calling these guys again for future projects.,2,positive
495,great standards !!!  i am so impressed by the quality of workmanship displayed by shaun and his employees.  i paid $125.00 for an estimate on a portable a/c unit.  my house had a problem with the air,2,positive
496,"honestly the only reason i didn't immediately jump on this product is because i knew i had two choices for roof repair after my new home was finished. after looking into a referral from a previous company, i called scot. he immediately looked into my roof and said he could do both wet and dry repairs for me. i said okay thank you but",2,positive
497,"honest and ethical.  they only use proven and highly beneficial weight loss and cooking tips.  i was surprised even though i expected them to recommend a different diet.   they did recommend a couple weeks later a very convenient time to meet me in person.  still i love them over any other place that mentioned going to a ""fast food"" joint",2,positive
498,honest & professional. followed recommendations to the letter. very happy with the results. would recomm end and repair with me please.,2,positive
499,my home is 8 years old and i've had a few repairs made.  the most recent was a small roof leak that was diagnosed within 30 min and fixed in under an hour.  another roof leak caused by poor maintenance,2,positive
500,honest and reliable.  i would recommend him for any home improvement or repair.,2,positive
501,quick response and super quick quote and repair. cody was able to repair a leak i was unaware of (pump and dump) in less than 30 minutes and for significantly less than the 2 others.  i called 888 numbers and cody was the only one,2,positive
502,"honestly, i'm happy to work with anyone who asks and to me this is more important than getting any repairs done!  -k",2,positive
503,i took my old dyson in for repair. i cannot recommend this business or dyson more highly. i will never have any other type of vacuum ever!  thank you for being honest  and for making,2,positive
504,honest and dependable . great deals on repairs . great work environment .  peace of mind that your equipment is good to go !,2,positive
505,"i worked with anthony to diagnose a rather mysterious issue with our refrigerator. he had to visit us 3 times in total, and every time, the technician came across as friendly and professional. he explained to us exactly what",2,positive
506,honest and who i want to trust with my money and home repairs.  i won't hesitate to call on them again or recommend them to friends.,2,positive
507,"over the last 3 years, i have had 4 different contractors construct 2 homes on my neighborhood (detailed below). bc we were unable to agree on a fair price, we found a reliable and ethical",2,positive
508,"honest. pure emotion. andrew is a great guy and makes buying and repairs easy. my fridge was squeaking bad for a couple weeks, and he fixed it with one click. so worth it. i'll be sure to post pictures as soon as i can. you also can call him to have the fire crack and shatter in your closet. awesome",2,positive
509,honest & dependable.  they do the work & do it quickly.  precise measurements are made & the work is perfect.  no surprises & repairs.,2,positive
510,my ge windscreen was smashed in two places. there was some fairly minor damage (from a strong winter storm) but in most places it was just a sticker job. others had broken glass,2,positive
511,honest lowe's home inspection.  i walked away from my initial assessment (which was more of a guess than an actual inspection) and am very happy with the results.   they also recommended a 60 day warranty for my first heater repair and will do the same for my next heater purchase.,2,positive
512,"i am always skeptical when a company is quoted
#
honest, you would never know it was a refurbished kitchen, but you'd be amazed at how little it costs.  i thrown out all my old gear, cabinets and utensils and cleaned out my kitchen floor. i even put in french doors for stability.  not only was my kitchen floor clean, but my new floor looks fantastic. 
#
honest. honest. honest.
we needed 7 bed and breakfast in tow of our homes. rt inns was able to give us a very competitive bid for each bedroom. some items (like the bid) were even cut in half to make room for other uses. the kitchen is also new. plus there's tons of floor space in tow of
#
honest! high quality for a thrift store! they have a large selection of clothing for sale, as well as toys and decorations for sale. prices are reasonable, and in some cases free. they also have a huge selection of non-alcoholic warmers to keep you warm throughout the winter. extremely clean, and the staff is incredibly friendly. worth
#
honest - very honest.",2,positive
513,"gabriel is a honest and hard working handyman. i used him multiple times to install light fixtures, electrical outlets and electrical outlets on my house. he was quick and to the point about what he needed and out the cheapest route.  i will definitely use him for all my handyman needs.",2,positive
514,i used sc,2,positive
515,honest - unbiased - full of great ideas and resources.  recommended 100%.,2,positive
516,fast and cheaper than apple - i would definitely recommend them again. it took ten minutes and there was no wait.,2,positive
517,"great place. very knowledgable staff and i in and out in less than a hour. they did everything in a minute and with very little
#
honest and dependable . great hours and o n strict no hookups or extras.. no exceptions. only folks i trust. call ahead or you'll be wait 24/7 for a window.
stopped by today to have the gasket replaced by i know the person who did the repairs for brakes 2 years ago. not only did jeff",2,positive
518,honest and reasonable rates.  i won't call anyone else if i need a new roof or repairs in the future.,2,positive
519,i used skyrider to install a mini-split roof along with a new grass roof and decorative trim.  they did a fantastic job.  the design of the roof is very appealing.  it is minimal and bright colors,2,positive
520,"honest businesses. if not, i suggest calling them until you find a way to hire them.""",2,positive
521,this place is awesome! they replaced the hose and canister clip on our vacuum at no cost. staff was super friendly and i was in and out in less than 20 minutes so definitely check them out. i also recommended them to a close friend who has,2,positive
522,honest. . fair.,2,positive
523,i have used millsen plumbing for plumbing issues dating back to before the plumbing began.  always responds promptly and is on time.  professional and personable. very good at explaining and accepting trade secrets. fair price. very happy with the help.,2,positive
524,unbelievalby honest!!  i had 6 other companies give an,2,positive
525,honest & ethical. will use them multiple times for yard work and landscaping projects.,2,positive
526,"this is a wonderful company! plumbing issues are never fun or inexpensive. we have used wilkinson plumbing for decades to repair our plumbing, and we are fortunate to have found them this year! because of their prompt attention to detail and quality work, we are releasing a",2,positive
527,"honest, unbiased, on time repair and a great ideation process. he helped me visualize the root cause of my ceiling dryer malfunction and suggested possible repair techniques. i was then provided an appointment time slot to make the required repairs. his prices are fair, transparent and effective. i will definitely use him for all my future ceiling needs!",2,positive
528,great appointments,2,positive
529,"honest and integrity.  two lifts I would not hesitate to recommend to anyone.""",2,positive
530,thank you.  i lost my job because i had an issue with my refrigerator. i called 866-924-5326 and was able to get an estimate within 24 hours.  mike was great.  he understood my issues and attempted to resolve them,2,positive
531,"honest, no BS, no rip-offs. just doing my part and helping others when they need it. i love this place. ",2,positive
532,"good luck!""",2,positive
533,"i have used dino's home repairs 3 times in the past couple of weeks and i can't say enough good things about them. each time, they've been professional, knowledgeable and have",2,positive
534,"honest and market priced the repairs for my jeep trailer and it turned out to be much more expensive than i had anticipated.  after the repairs were made and a few more dollars in the bank, i put in a request for a second opinion.  they returned it within 2 hours, and gave me a new, lower price than the first. ",2,positive
535,honest!,2,positive
536,"you absolutely cannot go wrong choosing reliable a/c company for heating and cooling needs.  i have done numerous home repairs and not a peep from adam, and i'm a tough customer.  i won't hesitate to recommend him and refer him to friends and family.",2,positive
537,update 11/1/2017.  i am,2,positive
